id,grade,subject,q,a,w1,w2,w3
5000,2,english,'새'(은)는 영어로 무엇일까요?,Bird,Nose,Mouth,Hand
5001,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Mom',엄마,검은색,남자 형제,곰
5002,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,same,lame,game
5003,2,english,'여자 형제'(은)는 영어로 무엇일까요?,Sister,White,Cat,Pig
5004,2,english,'새'의 올바른 영어 철자는?,Bird,Bir,Brdi,Birde
5005,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,book,desk,pen
5006,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,game,same,lame
5007,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,am,do,is
5008,2,english,'할아버지'의 올바른 영어 철자는?,Grandpa,Grandp,Gandpar,Grandpae
5009,2,english,'발'의 올바른 영어 철자는?,Foot,Foo,Foto,Foote
5010,2,english,'아빠'의 올바른 영어 철자는?,Dad,Da,Dda,Dade
5011,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,pen,book,desk
5012,2,english,'할아버지'의 올바른 영어 철자는?,Grandpa,Grandp,Gandpar,Grandpae
5013,2,english,'원숭이'의 올바른 영어 철자는?,Monkey,Monke,Mnkeyo,Monkeye
5014,2,english,'곰'(은)는 영어로 무엇일까요?,Bear,Lion,Pig,Tiger
5015,2,english,'소'(은)는 영어로 무엇일까요?,Cow,Bird,Nose,Sister
5016,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,she,me,he
5017,2,english,'물고기'(은)는 영어로 무엇일까요?,Fish,Cow,Hand,Black
5018,2,english,'물고기'의 올바른 영어 철자는?,Fish,Fis,Fshi,Fishe
5019,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,sky,floor,apple
5020,2,english,'돼지'의 올바른 영어 철자는?,Pig,Pi,Pgi,Pige
5021,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Red',빨간색,원숭이,남자 형제,돼지
5022,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,hello,bye,night
5023,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,floor,sky,apple
5024,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,bye,night,hello
5025,2,english,'호랑이'의 올바른 영어 철자는?,Tiger,Tige,Tgeri,Tigere
5026,2,english,'새'(은)는 영어로 무엇일까요?,Bird,Mouth,Eye,Red
5027,2,english,'초록색'(은)는 영어로 무엇일까요?,Green,Mouth,Ear,Pig
5028,2,english,'발'(은)는 영어로 무엇일까요?,Foot,Black,Dad,Green
5029,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,desk,book,pen
5030,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Nose',코,곰,입,노란색
5031,2,english,'물고기'의 올바른 영어 철자는?,Fish,Fis,Fshi,Fishe
5032,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Cow',소,새,엄마,물고기
5033,2,english,'강아지'의 올바른 영어 철자는?,Dog,Do,Dgo,Doge
5034,2,english,'발'의 올바른 영어 철자는?,Foot,Foo,Foto,Foote
5035,2,english,'곰'의 올바른 영어 철자는?,Bear,Bea,Bare,Beare
5036,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,do,am,is
5037,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Green',초록색,코,호랑이,소
5038,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,bye,hello,night
5039,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,see,meat,feet
5040,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Yellow',노란색,빨간색,사자,소
5041,2,english,'검은색'의 올바른 영어 철자는?,Black,Blac,Backl,Blacke
5042,2,english,'흰색'의 올바른 영어 철자는?,White,Whit,Witeh,Whitee
5043,2,english,'아빠'의 올바른 영어 철자는?,Dad,Da,Dda,Dade
5044,2,english,'사자'(은)는 영어로 무엇일까요?,Lion,Eye,Hand,Grandpa
5045,2,english,'흰색'의 올바른 영어 철자는?,White,Whit,Witeh,Whitee
5046,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Brother',남자 형제,눈,할아버지,여자 형제
5047,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Black',검은색,고양이,소,곰
5048,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Yellow',노란색,사자,코,귀
5049,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Black',검은색,물고기,사자,손
5050,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Dog',강아지,코,남자 형제,할아버지
5051,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,game,lame,same
5052,2,english,'노란색'(은)는 영어로 무엇일까요?,Yellow,Nose,Cow,Sister
5053,2,english,'코'의 올바른 영어 철자는?,Nose,Nos,Nseo,Nosee
5054,2,english,'입'의 올바른 영어 철자는?,Mouth,Mout,Mutho,Mouthe
5055,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,floor,apple,sky
5056,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Green',초록색,남자 형제,곰,흰색
5057,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Monkey',원숭이,손,호랑이,돼지
5058,2,english,'노란색'의 올바른 영어 철자는?,Yellow,Yello,Yllowe,Yellowe
5059,2,english,'검은색'(은)는 영어로 무엇일까요?,Black,Green,Yellow,Mouth
5060,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,water,hater,letter
5061,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Hand',손,아빠,코,호랑이
5062,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Mom',엄마,할아버지,손,새
5063,2,english,'빨간색'(은)는 영어로 무엇일까요?,Red,Bear,Bird,Sister
5064,2,english,'노란색'의 올바른 영어 철자는?,Yellow,Yello,Yllowe,Yellowe
5065,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Ear',귀,빨간색,강아지,남자 형제
5066,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,floor,apple,sky
5067,2,english,'새'의 올바른 영어 철자는?,Bird,Bir,Brdi,Birde
5068,2,english,'여자 형제'의 올바른 영어 철자는?,Sister,Siste,Ssteri,Sistere
5069,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,water,letter,hater
5070,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,water,hater,letter
5071,2,english,'할머니'의 올바른 영어 철자는?,Grandma,Grandm,Gandmar,Grandmae
5072,2,english,'입'(은)는 영어로 무엇일까요?,Mouth,Grandpa,Lion,Nose
5073,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Fish',물고기,흰색,검은색,호랑이
5074,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,We,You,I
5075,2,english,'아빠'의 올바른 영어 철자는?,Dad,Da,Dda,Dade
5076,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Dad',아빠,새,손,검은색
5077,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,apple,sky,floor
5078,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,floor,sky,apple
5079,2,english,'돼지'(은)는 영어로 무엇일까요?,Pig,Foot,Nose,Grandpa
5080,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,night,hello,bye
5081,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,You,I,We
5082,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Nose',코,아빠,남자 형제,엄마
5083,2,english,'검은색'(은)는 영어로 무엇일까요?,Black,Bear,Mouth,Nose
5084,2,english,'흰색'의 올바른 영어 철자는?,White,Whit,Witeh,Whitee
5085,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Yellow',노란색,엄마,발,아빠
5086,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Bird',새,남자 형제,엄마,할아버지
5087,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,me,she,he
5088,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Foot',발,새,호랑이,눈
5089,2,english,'할아버지'(은)는 영어로 무엇일까요?,Grandpa,Eye,Cat,Foot
5090,2,english,'곰'(은)는 영어로 무엇일까요?,Bear,Foot,Blue,Monkey
5091,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Grandma',할머니,흰색,입,아빠
5092,2,english,'파란색'의 올바른 영어 철자는?,Blue,Blu,Buel,Bluee
5093,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,meat,see,feet
5094,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,lame,game,same
5095,2,english,'노란색'(은)는 영어로 무엇일까요?,Yellow,Dad,Pig,Blue
5096,2,english,'소'(은)는 영어로 무엇일까요?,Cow,Dog,Ear,Red
5097,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Tiger',호랑이,코,손,엄마
5098,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,is,do,am
5099,2,english,'아빠'(은)는 영어로 무엇일까요?,Dad,White,Bird,Yellow
5100,2,english,'곰'의 올바른 영어 철자는?,Bear,Bea,Bare,Beare
5101,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Fish',물고기,파란색,고양이,발
5102,2,english,'입'(은)는 영어로 무엇일까요?,Mouth,Lion,Nose,Dad
5103,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Brother',남자 형제,검은색,강아지,호랑이
5104,2,english,'호랑이'의 올바른 영어 철자는?,Tiger,Tige,Tgeri,Tigere
5105,2,english,'입'의 올바른 영어 철자는?,Mouth,Mout,Mutho,Mouthe
5106,2,english,'고양이'의 올바른 영어 철자는?,Cat,Ca,Cta,Cate
5107,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,are,be,is
5108,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,see,feet,meat
5109,2,english,'할머니'(은)는 영어로 무엇일까요?,Grandma,Cow,Nose,Blue
5110,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,am,is,do
5111,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Hand',손,할머니,코,흰색
5112,2,english,'빨간색'(은)는 영어로 무엇일까요?,Red,Green,Sister,Lion
5113,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,bye,hello,night
5114,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Monkey',원숭이,검은색,할아버지,엄마
5115,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,bye,hello,night
5116,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Grandma',할머니,새,흰색,빨간색
5117,2,english,'파란색'(은)는 영어로 무엇일까요?,Blue,Cat,Grandma,Ear
5118,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Sister',여자 형제,파란색,할아버지,입
5119,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,is,are,be
5120,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,apple,floor,sky
5121,2,english,'돼지'의 올바른 영어 철자는?,Pig,Pi,Pgi,Pige
5122,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,desk,pen,book
5123,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Ear',귀,손,강아지,곰
5124,2,english,'돼지'의 올바른 영어 철자는?,Pig,Pi,Pgi,Pige
5125,2,english,'소'의 올바른 영어 철자는?,Cow,Co,Cwo,Cowe
5126,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,me,she,he
5127,2,english,'아빠'의 올바른 영어 철자는?,Dad,Da,Dda,Dade
5128,2,english,'여자 형제'(은)는 영어로 무엇일까요?,Sister,Dad,Black,Brother
5129,2,english,'여자 형제'의 올바른 영어 철자는?,Sister,Siste,Ssteri,Sistere
5130,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Cow',소,고양이,발,할아버지
5131,2,english,'발'의 올바른 영어 철자는?,Foot,Foo,Foto,Foote
5132,2,english,'할머니'의 올바른 영어 철자는?,Grandma,Grandm,Gandmar,Grandmae
5133,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,letter,hater,water
5134,2,english,'곰'의 올바른 영어 철자는?,Bear,Bea,Bare,Beare
5135,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,do,is,am
5136,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Pig',돼지,초록색,손,입
5137,2,english,'사자'의 올바른 영어 철자는?,Lion,Lio,Loni,Lione
5138,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Ear',귀,빨간색,발,검은색
5139,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,hello,night,bye
5140,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Red',빨간색,귀,호랑이,원숭이
5141,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Brother',남자 형제,강아지,빨간색,코
5142,2,english,'흰색'(은)는 영어로 무엇일까요?,White,Mouth,Dad,Grandpa
5143,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,We,I,You
5144,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Dad',아빠,입,돼지,발
5145,2,english,'파란색'의 올바른 영어 철자는?,Blue,Blu,Buel,Bluee
5146,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,sky,floor,apple
5147,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Lion',사자,빨간색,눈,소
5148,2,english,'할아버지'의 올바른 영어 철자는?,Grandpa,Grandp,Gandpar,Grandpae
5149,2,english,'빨간색'의 올바른 영어 철자는?,Red,Re,Rde,Rede
5150,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,be,are,is
5151,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Pig',돼지,초록색,물고기,소
5152,2,english,'고양이'의 올바른 영어 철자는?,Cat,Ca,Cta,Cate
5153,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,see,feet,meat
5154,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,hater,letter,water
5155,2,english,'원숭이'의 올바른 영어 철자는?,Monkey,Monke,Mnkeyo,Monkeye
5156,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Pig',돼지,발,원숭이,엄마
5157,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,water,letter,hater
5158,2,english,'할아버지'의 올바른 영어 철자는?,Grandpa,Grandp,Gandpar,Grandpae
5159,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Fish',물고기,검은색,눈,강아지
5160,2,english,'강아지'(은)는 영어로 무엇일까요?,Dog,Bear,Nose,Grandpa
5161,2,english,'여자 형제'의 올바른 영어 철자는?,Sister,Siste,Ssteri,Sistere
5162,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Grandma',할머니,코,초록색,곰
5163,2,english,'여자 형제'의 올바른 영어 철자는?,Sister,Siste,Ssteri,Sistere
5164,2,english,'여자 형제'(은)는 영어로 무엇일까요?,Sister,Lion,Black,Mouth
5165,2,english,'소'의 올바른 영어 철자는?,Cow,Co,Cwo,Cowe
5166,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Cow',소,곰,입,물고기
5167,2,english,'할머니'의 올바른 영어 철자는?,Grandma,Grandm,Gandmar,Grandmae
5168,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,be,is,are
5169,2,english,'새'의 올바른 영어 철자는?,Bird,Bir,Brdi,Birde
5170,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,hater,letter,water
5171,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,see,meat,feet
5172,2,english,'아빠'(은)는 영어로 무엇일까요?,Dad,Cat,Yellow,Tiger
5173,2,english,'물고기'(은)는 영어로 무엇일까요?,Fish,Foot,Mom,Green
5174,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,You,We,I
5175,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Yellow',노란색,눈,여자 형제,빨간색
5176,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Lion',사자,돼지,검은색,할아버지
5177,2,english,'새'의 올바른 영어 철자는?,Bird,Bir,Brdi,Birde
5178,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,is,are,be
5179,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Pig',돼지,눈,사자,물고기
5180,2,english,'돼지'(은)는 영어로 무엇일까요?,Pig,Yellow,Mouth,Dog
5181,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,We,You,I
5182,2,english,'발'(은)는 영어로 무엇일까요?,Foot,Green,Dog,Nose
5183,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Yellow',노란색,원숭이,아빠,흰색
5184,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Red',빨간색,초록색,고양이,여자 형제
5185,2,english,'귀'(은)는 영어로 무엇일까요?,Ear,Pig,Black,Brother
5186,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Green',초록색,엄마,할아버지,할머니
5187,2,english,'입'(은)는 영어로 무엇일까요?,Mouth,Nose,Ear,Foot
5188,2,english,'아빠'의 올바른 영어 철자는?,Dad,Da,Dda,Dade
5189,2,english,'돼지'(은)는 영어로 무엇일까요?,Pig,Grandma,Dog,Dad
5190,2,english,'고양이'의 올바른 영어 철자는?,Cat,Ca,Cta,Cate
5191,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,letter,hater,water
5192,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Sister',여자 형제,노란색,할아버지,돼지
5193,2,english,'발'의 올바른 영어 철자는?,Foot,Foo,Foto,Foote
5194,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Nose',코,호랑이,여자 형제,물고기
5195,2,english,'엄마'의 올바른 영어 철자는?,Mom,Mo,Mmo,Mome
5196,2,english,'흰색'(은)는 영어로 무엇일까요?,White,Grandma,Blue,Green
5197,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Yellow',노란색,물고기,검은색,코
5198,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,pen,desk,book
5199,2,english,'눈'(은)는 영어로 무엇일까요?,Eye,Mom,Grandma,Mouth
5200,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Green',초록색,엄마,고양이,새
5201,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,is,are,be
5202,2,english,'고양이'(은)는 영어로 무엇일까요?,Cat,Yellow,Mouth,Green
5203,2,english,'여자 형제'의 올바른 영어 철자는?,Sister,Siste,Ssteri,Sistere
5204,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,me,he,she
5205,2,english,'남자 형제'의 올바른 영어 철자는?,Brother,Brothe,Botherr,Brothere
5206,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Dad',아빠,흰색,원숭이,입
5207,2,english,'손'의 올바른 영어 철자는?,Hand,Han,Hnda,Hande
5208,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Mouth',입,돼지,빨간색,강아지
5209,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,is,be,are
5210,2,english,'노란색'(은)는 영어로 무엇일까요?,Yellow,Blue,Sister,Grandma
5211,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Pig',돼지,노란색,코,할머니
5212,2,english,'여자 형제'의 올바른 영어 철자는?,Sister,Siste,Ssteri,Sistere
5213,2,english,'발'(은)는 영어로 무엇일까요?,Foot,Sister,Nose,Cow
5214,2,english,'귀'(은)는 영어로 무엇일까요?,Ear,Eye,Green,Brother
5215,2,english,'초록색'(은)는 영어로 무엇일까요?,Green,Bird,White,Grandpa
5216,2,english,'손'의 올바른 영어 철자는?,Hand,Han,Hnda,Hande
5217,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Cow',소,빨간색,고양이,입
5218,2,english,'엄마'(은)는 영어로 무엇일까요?,Mom,Eye,Blue,Dog
5219,2,english,'초록색'(은)는 영어로 무엇일까요?,Green,Pig,Nose,White
5220,2,english,'초록색'의 올바른 영어 철자는?,Green,Gree,Geenr,Greene
5221,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,I,You,We
5222,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,apple,sky,floor
5223,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Tiger',호랑이,검은색,소,파란색
5224,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Sister',여자 형제,빨간색,곰,손
5225,2,english,'귀'(은)는 영어로 무엇일까요?,Ear,Red,Cat,Bird
5226,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,meat,feet,see
5227,2,english,'호랑이'(은)는 영어로 무엇일까요?,Tiger,Mom,Cat,Sister
5228,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,apple,floor,sky
5229,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Dad',아빠,빨간색,곰,남자 형제
5230,2,english,'초록색'(은)는 영어로 무엇일까요?,Green,Tiger,Lion,Sister
5231,2,english,'발'(은)는 영어로 무엇일까요?,Foot,Pig,Blue,Tiger
5232,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,lame,same,game
5233,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Green',초록색,아빠,검은색,물고기
5234,2,english,'눈'(은)는 영어로 무엇일까요?,Eye,Brother,Nose,Blue
5235,2,english,'귀'(은)는 영어로 무엇일까요?,Ear,Bird,Sister,Lion
5236,2,english,'물고기'(은)는 영어로 무엇일까요?,Fish,Tiger,Pig,Sister
5237,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Monkey',원숭이,사자,할머니,입
5238,2,english,'아빠'(은)는 영어로 무엇일까요?,Dad,Foot,Cat,Mouth
5239,2,english,'검은색'의 올바른 영어 철자는?,Black,Blac,Backl,Blacke
5240,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,game,same,lame
5241,2,english,'검은색'의 올바른 영어 철자는?,Black,Blac,Backl,Blacke
5242,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Dad',아빠,손,눈,여자 형제
5243,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Eye',눈,원숭이,입,할머니
5244,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,lame,same,game
5245,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,pen,desk,book
5246,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Sister',여자 형제,파란색,물고기,초록색
5247,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Foot',발,곰,할머니,사자
5248,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,am,do,is
5249,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Brother',남자 형제,아빠,파란색,물고기
5250,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,apple,sky,floor
5251,2,english,'노란색'(은)는 영어로 무엇일까요?,Yellow,Ear,Dad,Brother
5252,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Mom',엄마,빨간색,귀,남자 형제
5253,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Bear',곰,노란색,초록색,흰색
5254,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,see,feet,meat
5255,2,english,'귀'(은)는 영어로 무엇일까요?,Ear,White,Bird,Dad
5256,2,english,'원숭이'의 올바른 영어 철자는?,Monkey,Monke,Mnkeyo,Monkeye
5257,2,english,'호랑이'의 올바른 영어 철자는?,Tiger,Tige,Tgeri,Tigere
5258,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Yellow',노란색,고양이,코,흰색
5259,2,english,'호랑이'의 올바른 영어 철자는?,Tiger,Tige,Tgeri,Tigere
5260,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Dad',아빠,흰색,돼지,사자
5261,2,english,'파란색'(은)는 영어로 무엇일까요?,Blue,Monkey,Cat,Bear
5262,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,feet,meat,see
5263,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,is,be,are
5264,2,english,'소'의 올바른 영어 철자는?,Cow,Co,Cwo,Cowe
5265,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Dog',강아지,원숭이,호랑이,입
5266,2,english,'소'(은)는 영어로 무엇일까요?,Cow,Grandma,Dad,Monkey
5267,2,english,'남자 형제'(은)는 영어로 무엇일까요?,Brother,Grandma,Foot,Red
5268,2,english,'여자 형제'의 올바른 영어 철자는?,Sister,Siste,Ssteri,Sistere
5269,2,english,'엄마'(은)는 영어로 무엇일까요?,Mom,White,Eye,Nose
5270,2,english,'노란색'의 올바른 영어 철자는?,Yellow,Yello,Yllowe,Yellowe
5271,2,english,'곰'의 올바른 영어 철자는?,Bear,Bea,Bare,Beare
5272,2,english,'소'의 올바른 영어 철자는?,Cow,Co,Cwo,Cowe
5273,2,english,'노란색'(은)는 영어로 무엇일까요?,Yellow,Red,Grandma,Cow
5274,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,do,is,am
5275,2,english,'원숭이'(은)는 영어로 무엇일까요?,Monkey,Grandpa,Black,Foot
5276,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Yellow',노란색,눈,엄마,물고기
5277,2,english,'입'(은)는 영어로 무엇일까요?,Mouth,Cat,Fish,Green
5278,2,english,'할아버지'(은)는 영어로 무엇일까요?,Grandpa,Nose,Pig,Ear
5279,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Lion',사자,돼지,할머니,파란색
5280,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Hand',손,빨간색,발,엄마
5281,2,english,'고양이'의 올바른 영어 철자는?,Cat,Ca,Cta,Cate
5282,2,english,'아빠'의 올바른 영어 철자는?,Dad,Da,Dda,Dade
5283,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,do,is,am
5284,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,she,me,he
5285,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Eye',눈,초록색,노란색,호랑이
5286,2,english,'검은색'의 올바른 영어 철자는?,Black,Blac,Backl,Blacke
5287,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Brother',남자 형제,여자 형제,손,빨간색
5288,2,english,'할머니'(은)는 영어로 무엇일까요?,Grandma,Cow,Hand,Bird
5289,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,desk,pen,book
5290,2,english,'남자 형제'의 올바른 영어 철자는?,Brother,Brothe,Botherr,Brothere
5291,2,english,'새'(은)는 영어로 무엇일까요?,Bird,Cat,Cow,Bear
5292,2,english,'물고기'(은)는 영어로 무엇일까요?,Fish,Dad,Blue,Foot
5293,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,are,be,is
5294,2,english,'호랑이'의 올바른 영어 철자는?,Tiger,Tige,Tgeri,Tigere
