id,grade,subject,q,a,w1,w2,w3
2928,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,휘둥그레지다,휘둥그래지다,히둥그레지다,휘동그레지다
2929,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '놀라운 광경에 눈이 ____.',휘둥그레지다,히둥그레지다,휘둥그래지다,휘동그레지다
2930,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '놀라운 광경에 눈이 히둥그레지다.',히둥그레지다 -> 휘둥그레지다,히둥그레지다 -> 휘둥그래지다,틀린 글자가 없다.,휘둥그레지다 -> 히둥그레지다
2931,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,영양분,녕양분,영양뿐,영앙분
2932,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '식물은 흙에서 ____을 얻어요.',영양분,영앙분,녕양분,영양뿐
2933,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '식물은 흙에서 영앙분을 얻어요.',영앙분 -> 영양분,영앙분 -> 녕양분,틀린 글자가 없다.,영양분 -> 영앙분
2934,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,볼우물,볼우무,보루물,볼우믈
2935,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '웃을 때 생기는 ____이 참 예뻐요.',볼우물,볼우무,보루물,볼우믈
2936,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '웃을 때 생기는 볼우무이 참 예뻐요.',볼우무 -> 볼우물,볼우무 -> 보루물,틀린 글자가 없다.,볼우물 -> 볼우무
2937,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,허수아비,허슈아비,허수애비,허수애비
2938,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '새떼를 쫓아 주는 ____.',허수아비,허슈아비,허수애비,허수애비
2939,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '새떼를 쫓아 주는 허슈아비.',허슈아비 -> 허수아비,허슈아비 -> 허수애비,틀린 글자가 없다.,허수아비 -> 허슈아비
2940,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,험상궂게,험상굿게,험상궂개,험상굳게
2941,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '그 물고기는 ____ 생겼어요.',험상궂게,험상굳게,험상굿게,험상궂개
2942,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '그 물고기는 험상굳게 생겼어요.',험상굳게 -> 험상궂게,험상굳게 -> 험상굿게,틀린 글자가 없다.,험상궂게 -> 험상굳게
2943,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,어깨동무,억깨동무,어깨동모,어께동무
2944,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '친한 친구와 ____한 두 사람.',어깨동무,어께동무,어깨동모,억깨동무
2945,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '친한 친구와 어께동무한 두 사람.',어께동무 -> 어깨동무,어께동무 -> 어깨동모,틀린 글자가 없다.,어깨동무 -> 어께동무
2946,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,몫,목,뫏,몱
2947,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '이건 내가 해야 할 내 ____이 너무 많다.',몫,뫏,목,몱
2948,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '이건 내가 해야 할 내 뫏이 너무 많다.',뫏 -> 몫,뫏 -> 목,틀린 글자가 없다.,몫 -> 뫏
2949,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,넋,넔,넏,넉
2950,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '너무 놀라서 ____이 나간 표정이구나.',넋,넔,넏,넉
2951,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '너무 놀라서 넔이 나간 표정이구나.',넔 -> 넋,넔 -> 넏,틀린 글자가 없다.,넋 -> 넔
2952,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,때때옷,때때옫,떼떼옷,대대옷
2953,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '설날에 일곱 빛 ____ 곱게 입고 세배해요.',때때옷,대대옷,떼떼옷,때때옫
2954,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '설날에 일곱 빛 대대옷 곱게 입고 세배해요.',대대옷 -> 때때옷,대대옷 -> 떼떼옷,틀린 글자가 없다.,때때옷 -> 대대옷
2955,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,마주 앉은,마주 안은,마주안은,마주앉은
2956,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '내 앞에 ____ 친구가 웃어요.',마주 앉은,마주안은,마주 안은,마주앉은
2957,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '내 앞에 마주안은 친구가 웃어요.',마주안은 -> 마주 앉은,마주안은 -> 마주 안은,틀린 글자가 없다.,마주 앉은 -> 마주안은
2958,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,할 수,할수,하ㄹ수,하ㄹ수
2959,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '우리는 무엇이든 ____ 있어요.',할 수,할수,하ㄹ수,하ㄹ수
2960,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '우리는 무엇이든 할수 있어요.',할수 -> 할 수,할수 -> 하ㄹ수,틀린 글자가 없다.,할 수 -> 할수
2961,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,읽을 수,읽을수,일글 수,익을 수
2962,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '이 글자는 너무 작아서 ____ 없으니까 말이야.',읽을 수,일글 수,읽을수,익을 수
2963,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '이 글자는 너무 작아서 일글 수 없으니까 말이야.',일글 수 -> 읽을 수,일글 수 -> 읽을수,틀린 글자가 없다.,읽을 수 -> 일글 수
2964,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,오랫동안,오래 동안,오랫 동안,오래동안
2965,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '____ 기억해 주었으면 좋겠어.',오랫동안,오래동안,오래 동안,오랫 동안
2966,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '오래동안 기억해 주었으면 좋겠어.',오래동안 -> 오랫동안,오래동안 -> 오래 동안,틀린 글자가 없다.,오랫동안 -> 오래동안
2967,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,몇 시에,몇시에,면 시에,몆 시에
2968,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '공연은 ____ 시작하나요?',몇 시에,면 시에,몆 시에,몇시에
2969,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '공연은 면 시에 시작하나요?',면 시에 -> 몇 시에,면 시에 -> 몆 시에,틀린 글자가 없다.,몇 시에 -> 면 시에
2970,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,틀림없이,틀림업이,틀님없이,틀림 없이
2971,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '그 소리를 ____ 들었네.',틀림없이,틀님없이,틀림 없이,틀림업이
2972,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '그 소리를 틀님없이 들었네.',틀님없이 -> 틀림없이,틀님없이 -> 틀림 없이,틀린 글자가 없다.,틀림없이 -> 틀님없이
2973,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,잃어버렸다,잃어 버렸다,일어버렸다,잊어버렸다
2974,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '숲속에서 길을 ____.',잃어버렸다,잊어버렸다,잃어 버렸다,일어버렸다
2975,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '숲속에서 길을 잊어버렸다.',잊어버렸다 -> 잃어버렸다,잊어버렸다 -> 잃어 버렸다,틀린 글자가 없다.,잃어버렸다 -> 잊어버렸다
2976,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,바래고,바레고,빨래고,바라고
2977,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '오래된 책의 색이 ____ 있어요.',바래고,빨래고,바라고,바레고
2978,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '오래된 책의 색이 빨래고 있어요.',빨래고 -> 바래고,빨래고 -> 바라고,틀린 글자가 없다.,바래고 -> 빨래고
2979,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,가르쳐,가리쳐,가르켜,가르처
2980,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '선생님이 국어를 ____ 주십니다.',가르쳐,가르켜,가르처,가리쳐
2981,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '선생님이 국어를 가르켜 주십니다.',가르켜 -> 가르쳐,가르켜 -> 가르처,틀린 글자가 없다.,가르쳐 -> 가르켜
2982,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,잊어버렸어요,잃어버렸어요,잊어 버렸어요,이저버렸어요
2983,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '현관 비밀번호를 ____.',잊어버렸어요,이저버렸어요,잃어버렸어요,잊어 버렸어요
2984,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '현관 비밀번호를 이저버렸어요.',이저버렸어요 -> 잊어버렸어요,이저버렸어요 -> 잃어버렸어요,틀린 글자가 없다.,잊어버렸어요 -> 이저버렸어요
2985,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,파헤치며,파해치며,파해치며,파해치며
2986,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '멧돼지가 밭을 마구 ____.',파헤치며,파해치며,파해치며,파해치며
2987,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '멧돼지가 밭을 마구 파해치며.',파해치며 -> 파헤치며,파해치며 -> 파해치며,틀린 글자가 없다.,파헤치며 -> 파해치며
2988,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,빠져들었어,바져들었어,빠져 들었어,빠저들었어
2989,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '재미있는 이야기 속으로 ____.',빠져들었어,빠져 들었어,빠저들었어,바져들었어
2990,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '재미있는 이야기 속으로 빠져 들었어.',빠져 들었어 -> 빠져들었어,빠져 들었어 -> 빠저들었어,틀린 글자가 없다.,빠져들었어 -> 빠져 들었어
2991,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,헬리콥터,헤리콥터,헬리곱터,헬리콤터
2992,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '모두 다 ____ 되어 빙글빙글 돌아요.',헬리콥터,헬리콤터,헤리콥터,헬리곱터
2993,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '모두 다 헬리콤터 되어 빙글빙글 돌아요.',헬리콤터 -> 헬리콥터,헬리콤터 -> 헤리콥터,틀린 글자가 없다.,헬리콥터 -> 헬리콤터
2994,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,짜장면,짜잔면,자잔면,자장면
2995,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '오늘 급식은 맛있는 ____이다!',짜장면,자잔면,짜잔면,자장면
2996,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '오늘 급식은 맛있는 자잔면이다!',자잔면 -> 짜장면,자잔면 -> 짜잔면,틀린 글자가 없다.,짜장면 -> 자잔면
2997,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,곯아떨어졌어,골라떨어졌어,골아떨어졌어,곪아떨어졌어
2998,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '너무 지쳐서 집에 오자마자 ____.',곯아떨어졌어,곪아떨어졌어,골아떨어졌어,골라떨어졌어
2999,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '너무 지쳐서 집에 오자마자 곪아떨어졌어.',곪아떨어졌어 -> 곯아떨어졌어,곪아떨어졌어 -> 골아떨어졌어,틀린 글자가 없다.,곯아떨어졌어 -> 곪아떨어졌어
3000,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,강아지풀,강아지불,강아지플,강아지뿔
3001,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '길가에 쓸모없는 ____이 자랐어요.',강아지풀,강아지불,강아지플,강아지뿔
3002,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '길가에 쓸모없는 강아지불이 자랐어요.',강아지불 -> 강아지풀,강아지불 -> 강아지플,틀린 글자가 없다.,강아지풀 -> 강아지불
3003,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,깜빡,껌뻑,끔뻑,깜박
3004,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '가위를 ____ 잊고 안 가져왔어요.',깜빡,끔뻑,껌뻑,깜박
3005,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '가위를 끔뻑 잊고 안 가져왔어요.',끔뻑 -> 깜빡,끔뻑 -> 껌뻑,틀린 글자가 없다.,깜빡 -> 끔뻑
3006,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,부릅뜨고,불읍뜨고,부릅트고,무릅뜨고
3007,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '눈을 ____ 말했어요.',부릅뜨고,부릅트고,불읍뜨고,무릅뜨고
3008,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '눈을 부릅트고 말했어요.',부릅트고 -> 부릅뜨고,부릅트고 -> 불읍뜨고,틀린 글자가 없다.,부릅뜨고 -> 부릅트고
3009,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,손뼉,손뻭,손벽,손빡
3010,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '공연이 끝나고 ____을 쳤어요.',손뼉,손벽,손뻭,손빡
3011,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '공연이 끝나고 손벽을 쳤어요.',손벽 -> 손뼉,손벽 -> 손뻭,틀린 글자가 없다.,손뼉 -> 손벽
3012,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,두리번거렸지요,두리번거려찌요,두리번거려지요,두리벙거렸지요
3013,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '주변을 ____.',두리번거렸지요,두리번거려지요,두리벙거렸지요,두리번거려찌요
3014,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '주변을 두리번거려지요.',두리번거려지요 -> 두리번거렸지요,두리번거려지요 -> 두리벙거렸지요,틀린 글자가 없다.,두리번거렸지요 -> 두리번거려지요
3015,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,들썩거렸습니다,들썩거려슴니다,들썩거려씀니다,들석거렸습니다
3016,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '신이나서 어깨를 ____.',들썩거렸습니다,들석거렸습니다,들썩거려슴니다,들썩거려씀니다
3017,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '신이나서 어깨를 들석거렸습니다.',들석거렸습니다 -> 들썩거렸습니다,들석거렸습니다 -> 들썩거려슴니다,틀린 글자가 없다.,들썩거렸습니다 -> 들석거렸습니다
3018,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,소쿠리,소꾸리,소구리,쇼쿠리
3019,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '감자를 한 ____ 꺼내 들고 웃으셨어요.',소쿠리,소구리,소꾸리,쇼쿠리
3020,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '감자를 한 소구리 꺼내 들고 웃으셨어요.',소구리 -> 소쿠리,소구리 -> 소꾸리,틀린 글자가 없다.,소쿠리 -> 소구리
3021,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,들꽃조차,들꽃까지,들꽃마저,들꽃조차도
3022,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '너무 황량해서 ____ 없었습니다.',들꽃조차,들꽃마저,들꽃까지,들꽃조차도
3023,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '너무 황량해서 들꽃마저 없었습니다.',들꽃마저 -> 들꽃조차,들꽃마저 -> 들꽃까지,틀린 글자가 없다.,들꽃조차 -> 들꽃마저
3024,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,황량해,황양해,항량해,황랑해
3025,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '이곳은 사막처럼 ____.',황량해,항량해,황랑해,황양해
3026,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '이곳은 사막처럼 항량해.',항량해 -> 황량해,항량해 -> 황랑해,틀린 글자가 없다.,황량해 -> 항량해
3027,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,뒤숭숭한,뒤숭숭안,뒤숭숭안,뒤숭승한
3028,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '걱정이 있어서 마음이 ____.',뒤숭숭한,뒤숭숭안,뒤숭숭안,뒤숭승한
3029,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '걱정이 있어서 마음이 뒤숭숭안.',뒤숭숭안 -> 뒤숭숭한,뒤숭숭안 -> 뒤숭숭안,틀린 글자가 없다.,뒤숭숭한 -> 뒤숭숭안
3030,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,싱크대,씽크대,싱크데,신크대
3031,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '우유를 ____에 부어요.',싱크대,씽크대,신크대,싱크데
3032,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '우유를 씽크대에 부어요.',씽크대 -> 싱크대,씽크대 -> 신크대,틀린 글자가 없다.,싱크대 -> 씽크대
3033,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,누리집,누리짐,누리지,우리집
3034,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '학교 ____을 사용해 정보를 찾아요.',누리집,우리집,누리지,누리짐
3035,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '학교 우리집을 사용해 정보를 찾아요.',우리집 -> 누리집,우리집 -> 누리지,틀린 글자가 없다.,누리집 -> 우리집
3036,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,떡볶이,떡뽂이,떡보끼,떡복이
3037,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '____ 집을 지나서 집으로 가요.',떡볶이,떡복이,떡뽂이,떡보끼
3038,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '떡복이 집을 지나서 집으로 가요.',떡복이 -> 떡볶이,떡복이 -> 떡뽂이,틀린 글자가 없다.,떡볶이 -> 떡복이
3039,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,본체만체하거나,본채만채하거나,본체만채하거나,본채만채하거나
3040,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '친구를 보고도 ____ 지나갔어요.',본체만체하거나,본채만채하거나,본채만채하거나,본체만채하거나
3041,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '친구를 보고도 본채만채하거나 지나갔어요.',본채만채하거나 -> 본체만체하거나,본채만채하거나 -> 본채만채하거나,틀린 글자가 없다.,본체만체하거나 -> 본채만채하거나
3042,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,동그라미,동그라니,동글아미,동구라미
3043,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '종이에 바른 ____를 그려요.',동그라미,동구라미,동글아미,동그라니
3044,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '종이에 바른 동구라미를 그려요.',동구라미 -> 동그라미,동구라미 -> 동글아미,틀린 글자가 없다.,동그라미 -> 동구라미
3045,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,반질거리다,반지러거리다,반질거니다,빤질거리다
3046,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '코끝이 기름칠한 듯 ____.',반질거리다,빤질거리다,반지러거리다,반질거니다
3047,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '코끝이 기름칠한 듯 빤질거리다.',빤질거리다 -> 반질거리다,빤질거리다 -> 반지러거리다,틀린 글자가 없다.,반질거리다 -> 빤질거리다
3048,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,재롱둥이,제롱둥이,제롱둥이,재롱동이
3049,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '우리 집 강아지는 ____예요.',재롱둥이,제롱둥이,제롱둥이,재롱동이
3050,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '우리 집 강아지는 제롱둥이예요.',제롱둥이 -> 재롱둥이,제롱둥이 -> 제롱둥이,틀린 글자가 없다.,재롱둥이 -> 제롱둥이
3051,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,허둥지둥,호둥지둥,허동지동,허둥지동
3052,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '늦을까 봐 ____ 따라갔습니다.',허둥지둥,허동지동,허둥지동,호둥지둥
3053,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '늦을까 봐 허동지동 따라갔습니다.',허동지동 -> 허둥지둥,허동지동 -> 허둥지동,틀린 글자가 없다.,허둥지둥 -> 허동지동
3054,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,깜빡깜빡,끔뻑끔뻑,껌뻑껌뻑,깜박깜박
3055,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '손전등 불빛이 ____ 합니다.',깜빡깜빡,깜박깜박,껌뻑껌뻑,끔뻑끔뻑
3056,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '손전등 불빛이 깜박깜박 합니다.',깜박깜박 -> 깜빡깜빡,깜박깜박 -> 껌뻑껌뻑,틀린 글자가 없다.,깜빡깜빡 -> 깜박깜박
3057,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,가랑비,가랑이,거랑비,가낭비
3058,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '보슬보슬 ____와 이슬비가 내려요.',가랑비,가낭비,거랑비,가랑이
3059,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '보슬보슬 가낭비와 이슬비가 내려요.',가낭비 -> 가랑비,가낭비 -> 거랑비,틀린 글자가 없다.,가랑비 -> 가낭비
3060,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,책갈피,책칼피,책갈비,책깔피
3061,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '낙엽으로 예쁜 ____를 만들어요.',책갈피,책칼피,책깔피,책갈비
3062,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '낙엽으로 예쁜 책칼피를 만들어요.',책칼피 -> 책갈피,책칼피 -> 책깔피,틀린 글자가 없다.,책갈피 -> 책칼피
3063,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,콩닥콩닥,공닥공닥,쿵덕쿵덕,콩닥꽁닥
3064,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '발표할 때 가슴이 ____ 뛰었다.',콩닥콩닥,쿵덕쿵덕,공닥공닥,콩닥꽁닥
3065,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '발표할 때 가슴이 쿵덕쿵덕 뛰었다.',쿵덕쿵덕 -> 콩닥콩닥,쿵덕쿵덕 -> 공닥공닥,틀린 글자가 없다.,콩닥콩닥 -> 쿵덕쿵덕
3066,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,거북선,거북썬,거북성,꺼북선
3067,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '이순신 장군님의 튼튼한 ____.',거북선,거북성,거북썬,꺼북선
3068,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '이순신 장군님의 튼튼한 거북성.',거북성 -> 거북선,거북성 -> 거북썬,틀린 글자가 없다.,거북선 -> 거북성
3069,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,올록볼록,올룩볼룩,올룩볼룩,올록뽈록
3070,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '엠보싱 휴지는 ____ 껍데기 같아요.',올록볼록,올록뽈록,올룩볼룩,올룩볼룩
3071,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '엠보싱 휴지는 올록뽈록 껍데기 같아요.',올록뽈록 -> 올록볼록,올록뽈록 -> 올룩볼룩,틀린 글자가 없다.,올록볼록 -> 올록뽈록
3072,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,새콤달콤,새쿰달쿰,새콤달꼼,세콤달콤
3073,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '____ 보랏빛 포도가 맛있어요.',새콤달콤,세콤달콤,새쿰달쿰,새콤달꼼
3074,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '세콤달콤 보랏빛 포도가 맛있어요.',세콤달콤 -> 새콤달콤,세콤달콤 -> 새쿰달쿰,틀린 글자가 없다.,새콤달콤 -> 세콤달콤
3075,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,뒤뚱뒤뚱,뒤뚱뒤둥,뒤뚱디뚱,디뚱디뚱
3076,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '오리들은 ____ 걸으며 물가로 가요.',뒤뚱뒤뚱,디뚱디뚱,뒤뚱디뚱,뒤뚱뒤둥
3077,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '오리들은 디뚱디뚱 걸으며 물가로 가요.',디뚱디뚱 -> 뒤뚱뒤뚱,디뚱디뚱 -> 뒤뚱디뚱,틀린 글자가 없다.,뒤뚱뒤뚱 -> 디뚱디뚱
3078,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,차곡차곡,차국차국,차곡짜곡,자곡자곡
3079,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '바구니에 고구마를 ____ 담아요.',차곡차곡,차곡짜곡,차국차국,자곡자곡
3080,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '바구니에 고구마를 차곡짜곡 담아요.',차곡짜곡 -> 차곡차곡,차곡짜곡 -> 차국차국,틀린 글자가 없다.,차곡차곡 -> 차곡짜곡
3081,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,뒷산,뒫산,뒷싼,뒤산
3082,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '____ 마루에 걸린 구름이 멋져요.',뒷산,뒤산,뒫산,뒷싼
3083,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '뒤산 마루에 걸린 구름이 멋져요.',뒤산 -> 뒷산,뒤산 -> 뒫산,틀린 글자가 없다.,뒷산 -> 뒤산
3084,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,시끌벅적한,시끌벅쩍한,씨끌벅적한,시끌벅적안
